Country,Product_Group_Use,SalesRep_Code,yearmonth,Product_MTD,UserKey_4Map,Product_QTD,Product_Total_MTD,Product_Total_QTD,Product_Max_MTD,Product_Max_QTD,Product_Percent_MTD,Product_Percent_QTD,Manager_Id
TW,XYZAL,BJS7,2024-08-01,16575.0,TW_BJS7,83122.0,2087318.0,5749810.0,1171705.0,2667573.0,0.0141460521206276,0.03116015944081,0055h000006NBspAAG
TW,IMIGRA,BJS7,2024-08-01,26696.0,TW_BJS7,80088.0,2087318.0,5749810.0,1171705.0,2667573.0,0.022783891849911,0.0300227960022087,0055h000006NBspAAG
TW,XARELT,BJS6,2024-08-01,607092.0,TW_BJS6,1625589.0,1089471.0,3159151.0,607092.0,1625589.0,1.0,1.0,0055h000006NBspAAG
TW,VISANN,BJS6,2024-08-01,241777.0,TW_BJS6,739516.0,1089471.0,3159151.0,607092.0,1625589.0,0.398254300830846,0.4549218775471537,0055h000006NBspAAG
TW,NICOTI,BJS6,2024-08-01,22074.0,TW_BJS6,144228.0,1089471.0,3159151.0,607092.0,1625589.0,0.0363602221739044,0.0887235334392641,0055h000006NBspAAG
TW,TAMBOC,BJS6,2024-08-01,69214.0,TW_BJS6,126757.0,1089471.0,3159151.0,607092.0,1625589.0,0.1140090793487642,0.0779760443753002,0055h000006NBspAAG
TW,DIFFLA,BJS6,2024-08-01,54309.0,TW_BJS6,110998.0,1089471.0,3159151.0,607092.0,1625589.0,0.0894576110375363,0.0682817120440652,0055h000006NBspAAG
TW,LAMICT,BJS6,2024-08-01,8784.0,TW_BJS6,95314.0,1089471.0,3159151.0,607092.0,1625589.0,0.0144689766954596,0.0586335168360514,0055h000006NBspAAG
TW,XYZAL,BJS6,2024-08-01,8286.0,TW_BJS6,50134.0,1089471.0,3159151.0,607092.0,1625589.0,0.0136486726888181,0.0308405138076106,0055h000006NBspAAG
TW,DIANE,BJS6,2024-08-01,21942.0,TW_BJS6,41419.0,1089471.0,3159151.0,607092.0,1625589.0,0.0361427921962404,0.0254793800893091,0055h000006NBspAAG
TW,REQUIP,BJS6,2024-08-01,17333.0,TW_BJS6,39038.0,1089471.0,3159151.0,607092.0,1625589.0,0.0285508621428053,0.0240146802174473,0055h000006NBspAAG
TW,MIRENA,BJS6,2024-08-01,19003.0,TW_BJS6,30409.0,1089471.0,3159151.0,607092.0,1625589.0,0.0313016807996152,0.0187064504004394,0055h000006NBspAAG
TW,SEROXA,BJS6,2024-08-01,11771.0,TW_BJS6,12005.0,1089471.0,3159151.0,607092.0,1625589.0,0.0193891535385081,0.007385015523604,0055h000006NBspAAG
TW,ALDARA,BJS6,2024-08-01,2857.0,TW_BJS6,8572.0,1089471.0,3159151.0,607092.0,1625589.0,0.0047060412589854,0.0052731656033597,0055h000006NBspAAG
TW,ACNEAI,BJS6,2024-08-01,3817.0,TW_BJS6,3817.0,1089471.0,3159151.0,607092.0,1625589.0,0.0062873501874509,0.0023480719911367,0055h000006NBspAAG
