Country,SalesRep_Code,UserKey_4Map
ID,MRMDCKX03,ID_MR_MRMDCKX03
ID,MRSBCK03,ID_MR_MRSBCK03
ID,MRBDCN01,ID_MR_MRBDCN01
ID,MRBDOB02,ID_MR_MRBDOB02
ID,MRJKCK08,ID_MR_MRJKCK08
ID,MRBJCKX01,ID_MR_MRBJCKX01
ID,MRMDCKX01,ID_MR_MRMDCKX01
ID,MRBKCN01,ID_MR_MRBKCN01
ID,MRBDCN03,ID_MR_MRBDCN03
ID,MRSBCK01,ID_MR_MRSBCK01
ID,MRJKNK01,ID_MR_MRJKNK01
ID,MRBJVM01,ID_MR_MRBJVM01
ID,MRBLRE01,ID_MR_MRBLRE01
ID,MRBLVM01,ID_MR_MRBLVM01
ID,MRDPVM01,ID_MR_MRDPVM01
ID,MRJKCV22,ID_MR_MRJKCV22
ID,MRJKME07,ID_MR_MRJKME07
ID,MRKDVM01,ID_MR_MRKDVM01
ID,MRMKRE01,ID_MR_MRMKRE01
ID,MRMKVM01,ID_MR_MRMKVM01
ID,MRMKVM03,ID_MR_MRMKVM03
ID,MRPBVM03,ID_MR_MRPBVM03
ID,MRPTVM01,ID_MR_MRPTVM01
ID,MRSDVM01,ID_MR_MRSDVM01
ID,MRSMRE01,ID_MR_MRSMRE01
ID,MRYOVM01,ID_MR_MRYOVM01
ID,MRSBCRX1,ID_MR_MRSBCRX1
ID,MRBDCV02,ID_MR_MRBDCV02
ID,MRBDME05,ID_MR_MRBDME05
ID,MRDPRE01,ID_MR_MRDPRE01
ID,MRMDCV02,ID_MR_MRMDCV02
ID,MRMDRE02,ID_MR_MRMDRE02
ID,MRMKVM02,ID_MR_MRMKVM02
ID,MRSDRE01,ID_MR_MRSDRE01
ID,MRYOVM02,ID_MR_MRYOVM02
ID,MRBDME04,ID_MR_MRBDME04
ID,MRBJRE01,ID_MR_MRBJRE01
ID,MRJKCV21,ID_MR_MRJKCV21
ID,MRJKME15,ID_MR_MRJKME15
ID,MRJKME17,ID_MR_MRJKME17
ID,MRMKRE02,ID_MR_MRMKRE02
ID,MRMLCV01,ID_MR_MRMLCV01
ID,MRMNVM01,ID_MR_MRMNVM01
ID,MRPBRE02,ID_MR_MRPBRE02
ID,MRPDRE01,ID_MR_MRPDRE01
ID,MRPKVM01,ID_MR_MRPKVM01
ID,MRTMRE01,ID_MR_MRTMRE01
ID,MRJKME23,ID_MR_MRJKME23
ID,MRCRVM01,ID_MR_MRCRVM01
ID,MRJKRE04,ID_MR_MRJKRE04
ID,MRSBCV04,ID_MR_MRSBCV04
ID,MRSBME04,ID_MR_MRSBME04
ID,MRDPVM02,ID_MR_MRDPVM02
ID,MRJKRE02,ID_MR_MRJKRE02
ID,MRMLRE02,ID_MR_MRMLRE02
ID,MRPBRE01,ID_MR_MRPBRE01
ID,MRPDVM01,ID_MR_MRPDVM01
ID,MRSMCV01,ID_MR_MRSMCV01
ID,MRPKCRX1,ID_MR_MRPKCRX1
ID,MRJKCV20,ID_MR_MRJKCV20
ID,MRJKME06,ID_MR_MRJKME06
ID,MRSBCV01,ID_MR_MRSBCV01
ID,MRBDVMX1,ID_MR_MRBDVMX1
ID,MRBDME01,ID_MR_MRBDME01
ID,MRSBME07,ID_MR_MRSBME07
ID,MRPKVM02,ID_MR_MRPKVM02
ID,MRBDRE01,ID_MR_MRBDRE01
ID,MRJKCV06,ID_MR_MRJKCV06
ID,MRMNRE01,ID_MR_MRMNRE01
ID,MRTMVM01,ID_MR_MRTMVM01
ID,MRJKCV03,ID_MR_MRJKCV03
ID,MRJKME08,ID_MR_MRJKME08
ID,MRCRRE01,ID_MR_MRCRRE01
ID,MRJKCV10,ID_MR_MRJKCV10
ID,MRJKCV19,ID_MR_MRJKCV19
ID,MRSOVM01,ID_MR_MRSOVM01
ID,MRPBVM01,ID_MR_MRPBVM01
ID,MRJKRE05,ID_MR_MRJKRE05
ID,MRSORE01,ID_MR_MRSORE01
ID,MRJKRE07,ID_MR_MRJKRE07
ID,MRJKSP02,ID_MR_MRJKSP02
ID,MRBPVM01,ID_MR_MRBPVM01
ID,MRJKCV09,ID_MR_MRJKCV09
ID,MRJKCV13,ID_MR_MRJKCV13
ID,MRJKME22,ID_MR_MRJKME22
ID,MRJKME26,ID_MR_MRJKME26
ID,MRJKME27,ID_MR_MRJKME27
ID,MRJKRE10,ID_MR_MRJKRE10
ID,MRSBCV02,ID_MR_MRSBCV02
ID,MRSBCV03,ID_MR_MRSBCV03
ID,MRCLME01,ID_MR_MRCLME01
ID,MRJKCV23,ID_MR_MRJKCV23
ID,MRJKME30,ID_MR_MRJKME30
ID,MRPBCRX1,ID_MR_MRPBCRX1
ID,MRJKSP03,ID_MR_MRJKSP03
ID,MRJKRE01,ID_MR_MRJKRE01
ID,MRKURE01,ID_MR_MRKURE01
ID,MRBDCV01,ID_MR_MRBDCV01
ID,MRBDCV03,ID_MR_MRBDCV03
ID,MRCRRE02,ID_MR_MRCRRE02
ID,MRJKCV17,ID_MR_MRJKCV17
ID,MRJKME03,ID_MR_MRJKME03
ID,MRJKME18,ID_MR_MRJKME18
ID,MRSMRE02,ID_MR_MRSMRE02
ID,MRSBSP02,ID_MR_MRSBSP02
ID,MRJKCV01,ID_MR_MRJKCV01
ID,MRMDME02,ID_MR_MRMDME02
ID,MRJKSP01,ID_MR_MRJKSP01
ID,MRPDSP01,ID_MR_MRPDSP01
ID,MRBDME02,ID_MR_MRBDME02
ID,MRPWRE01,ID_MR_MRPWRE01
ID,MRSBRE01,ID_MR_MRSBRE01
ID,MRJKCV12,ID_MR_MRJKCV12
ID,MRPKRE01,ID_MR_MRPKRE01
ID,MRSKRE01,ID_MR_MRSKRE01
ID,MRJKCV02,ID_MR_MRJKCV02
ID,MRPSRE01,ID_MR_MRPSRE01
ID,MRJKRE03,ID_MR_MRJKRE03
ID,MRKDRE01,ID_MR_MRKDRE01
ID,MRBDRE02,ID_MR_MRBDRE02
ID,MRJKME21,ID_MR_MRJKME21
ID,MRSBME06,ID_MR_MRSBME06
ID,MRJKCV15,ID_MR_MRJKCV15
ID,MRJKME01,ID_MR_MRJKME01
ID,MRSBRE02,ID_MR_MRSBRE02
ID,MRJKME24,ID_MR_MRJKME24
ID,MRJKME02,ID_MR_MRJKME02
ID,MRBDME03,ID_MR_MRBDME03
ID,MRJKME11,ID_MR_MRJKME11
ID,MRMDCV01,ID_MR_MRMDCV01
ID,MRMDME01,ID_MR_MRMDME01
ID,MRJKOF02,ID_MR_MRJKOF02
ID,MRSBSP01,ID_MR_MRSBSP01
ID,MRJKOL03,ID_MR_MRJKOL03
ID,MRMLME01,ID_MR_MRMLME01
ID,MRJKVMX5,ID_MR_MRJKVMX5
ID,MRJKCV07,ID_MR_MRJKCV07
ID,MRJKME31,ID_MR_MRJKME31
ID,MRSMCV02,ID_MR_MRSMCV02
ID,MRSBME01,ID_MR_MRSBME01
ID,MRJKME13,ID_MR_MRJKME13
ID,MRJKME20,ID_MR_MRJKME20
ID,MRJKRE06,ID_MR_MRJKRE06
ID,MRSBME02,ID_MR_MRSBME02
ID,MRBTVM01,ID_MR_MRBTVM01
ID,MRPKDC01,ID_MR_MRPKDC01
ID,MRJKD110,ID_MR_MRJKD110
ID,MRTMDC01,ID_MR_MRTMDC01
ID,MRBJDC01,ID_MR_MRBJDC01
ID,MRJKD112,ID_MR_MRJKD112
ID,MRMLD101,ID_MR_MRMLD101
ID,MRMNDC01,ID_MR_MRMNDC01
ID,MRJKD104,ID_MR_MRJKD104
ID,MRTAEDC1,ID_MR_MRTAEDC1
ID,MRBKDC01,ID_MR_MRBKDC01
ID,MRBADC01,ID_MR_MRBADC01
ID,MRBDD102,ID_MR_MRBDD102
ID,MRBDDC01,ID_MR_MRBDDC01
ID,MRJKD101,ID_MR_MRJKD101
ID,MRSDDC01,ID_MR_MRSDDC01
ID,MRYOD101,ID_MR_MRYOD101
ID,MRSBD201,ID_MR_MRSBD201
ID,MRJKD2Z1,ID_MR_MRJKD2Z1
ID,MRDPD101,ID_MR_MRDPD101
ID,MRBKDC02,ID_MR_MRBKDC02
ID,MRSBD101,ID_MR_MRSBD101
ID,MRJKD109,ID_MR_MRJKD109
ID,MRJKD204,ID_MR_MRJKD204
ID,MRJKD205,ID_MR_MRJKD205
ID,MRMDD102,ID_MR_MRMDD102
ID,MRSBD203,ID_MR_MRSBD203
ID,MRJBDC02,ID_MR_MRJBDC02
ID,MRJKDC01,ID_MR_MRJKDC01
ID,MRSBDP02,ID_MR_MRSBDP02
ID,MRJKJAXX,ID_MR_MRJKJAXX
ID,MRJKAL02,ID_MR_MRJKAL02
ID,MRJKOL02,ID_MR_MRJKOL02
ID,MRJKME25,ID_MR_MRJKME25
ID,MRMLCRX1,ID_MR_MRMLCRX1
ID,MRJKME09,ID_MR_MRJKME09
ID,MRBDAB01,ID_MR_MRBDAB01
ID,MRSBOL01,ID_MR_MRSBOL01
ID,MRSBAB01,ID_MR_MRSBAB01
ID,MRSMPCX1,ID_MR_MRSMPCX1
ID,MRJKJA02,ID_MR_MRJKJA02
ID,MRJKAL09,ID_MR_MRJKAL09
ID,MRJKD107,ID_MR_MRJKD107
ID,MRMKOC01,ID_MR_MRMKOC01
ID,MRCRDC01,ID_MR_MRCRDC01
ID,MRPWDC02,ID_MR_MRPWDC02
ID,MRSOD202,ID_MR_MRSOD202
ID,MRJKNS04,ID_MR_MRJKNS04
ID,MRKDDC01,ID_MR_MRKDDC01
ID,MRSBRX02,ID_MR_MRSBRX02
ID,MRBDCN02,ID_MR_MRBDCN02
ID,MRSMME01,ID_MR_MRSMME01
ID,MRJKRE09,ID_MR_MRJKRE09
ID,MRJKVMX3,ID_MR_MRJKVMX3
ID,MRJKCV08,ID_MR_MRJKCV08
ID,MRMLRE01,ID_MR_MRMLRE01
ID,MRSMME03,ID_MR_MRSMME03
ID,MRJKVMX2,ID_MR_MRJKVMX2
ID,MRBAVM01,ID_MR_MRBAVM01
ID,MRJKCV04,ID_MR_MRJKCV04
ID,MRJKME34,ID_MR_MRJKME34
ID,MRBARE01,ID_MR_MRBARE01
ID,MRYOSP01,ID_MR_MRYOSP01
ID,MRJKCV14,ID_MR_MRJKCV14
ID,MRJKCV16,ID_MR_MRJKCV16
ID,MRJKME35,ID_MR_MRJKME35
ID,MRSBME05,ID_MR_MRSBME05
ID,MRBDD101,ID_MR_MRBDD101
ID,MRJKD1Z1,ID_MR_MRJKD1Z1
ID,MRTGD202,ID_MR_MRTGD202
ID,MRMKAL01,ID_MR_MRMKAL01
ID,MRJKAL06,ID_MR_MRJKAL06
ID,MRMDDP01,ID_MR_MRMDDP01
ID,MRJKME33,ID_MR_MRJKME33
ID,MRJKAL03,ID_MR_MRJKAL03
ID,MRJKAL05,ID_MR_MRJKAL05
ID,MRSMAB01,ID_MR_MRSMAB01
ID,MRMDAB01,ID_MR_MRMDAB01
ID,MRSBCK02,ID_MR_MRSBCK02
ID,MRSMME02,ID_MR_MRSMME02
ID,MRJKME10,ID_MR_MRJKME10
ID,MRMDCRX1,ID_MR_MRMDCRX1
ID,MRSOCRX1,ID_MR_MRSOCRX1
ID,MRMKCRX1,ID_MR_MRMKCRX1
ID,MRJKME05,ID_MR_MRJKME05
ID,MRJKME28,ID_MR_MRJKME28
ID,MRJKOF01,ID_MR_MRJKOF01
ID,MRJKME32,ID_MR_MRJKME32
ID,MRJKME19,ID_MR_MRJKME19
ID,MRTGD201,ID_MR_MRTGD201
ID,MRJKD201,ID_MR_MRJKD201
ID,MRBGDC01,ID_MR_MRBGDC01
ID,MRBGAB01,ID_MR_MRBGAB01
ID,MRPBJA01,ID_MR_MRPBJA01
ID,OSTGGJX1,ID_MR_OSTGGJX1
ID,MRPKDP01,ID_MR_MRPKDP01
ID,MRMDOC01,ID_MR_MRMDOC01
ID,MRSBNK01,ID_MR_MRSBNK01
ID,MRMDME03,ID_MR_MRMDME03
ID,MRJKME16,ID_MR_MRJKME16
ID,MRJKME12,ID_MR_MRJKME12
ID,MRJKME29,ID_MR_MRJKME29
ID,MRJKD116,ID_MR_MRJKD116
ID,MRJKME04,ID_MR_MRJKME04
ID,MRSBCY01,ID_MR_MRSBCY01
ID,MRHODBX1,ID_MR_MRHODBX1
ID,MRJKD202,ID_MR_MRJKD202
ID,MRSBME03,ID_MR_MRSBME03
ID,MRJKME14,ID_MR_MRJKME14
ID,MRBPNAL01,ID_MR_MRBPNAL01
ID,MRDPAL01,ID_MR_MRDPAL01
ID,MRSMCRX1,ID_MR_MRSMCRX1
ID,MRJKVMX4,ID_MR_MRJKVMX4
ID,MRJKAL07,ID_MR_MRJKAL07
ID,MRSMCW1XX,ID_MR_MRSMCW1XX
ID,MRBDCRX1,ID_MR_MRBDCRX1
ID,MRTANSX1,ID_MR_MRTANSX1
ID,MRJKREX1,ID_MR_MRJKREX1
ID,MRSMAL01,ID_MR_MRSMAL01
ID,MRJKSPX1,ID_MR_MRJKSPX1
ID,MRBKABX1,ID_MR_MRBKABX1
TH,945,TH_945
TH,257,TH_257
TH,947,TH_947
TH,991,TH_991
TH,971,TH_971
TH,065,TH_065
TH,951,TH_951
TH,674,TH_674
TH,069,TH_069
TH,EC8,TH_EC8
TH,VH7,TH_VH7
TH,975,TH_975
TH,641,TH_641
TH,672,TH_672
TH,291,TH_291
TH,VHA,TH_VHA
TH,256,TH_256
TH,068,TH_068
TH,061,TH_061
TH,941,TH_941
TH,VHF,TH_VHF
TH,079,TH_079
TH,955,TH_955
TH,295,TH_295
TH,EC6,TH_EC6
TH,EJE,TH_EJE
TH,063,TH_063
TH,977,TH_977
TH,066,TH_066
TH,062,TH_062
TH,EJB,TH_EJB
TH,950,TH_950
TH,668,TH_668
TH,670,TH_670
TH,070,TH_070
TH,PO7,TH_PO7
TH,959,TH_959
TH,VHC,TH_VHC
TH,954,TH_954
TH,175,TH_175
TH,071,TH_071
TH,EHC,TH_EHC
TH,EB1,TH_EB1
TH,990,TH_990
TH,942,TH_942
TH,PC1,TH_PC1
TH,VAA,TH_VAA
TH,673,TH_673
TH,664,TH_664
TH,299,TH_299
TH,EE5,TH_EE5
TH,EEN,TH_EEN
TH,943,TH_943
TH,067,TH_067
TH,VH8,TH_VH8
TH,PO4,TH_PO4
TH,631,TH_631
TH,648,TH_648
TH,994,TH_994
TH,VH1,TH_VH1
TH,392,TH_392
TH,072,TH_072
TH,VHB,TH_VHB
TH,984,TH_984
TH,948,TH_948
TH,972,TH_972
TH,EHK,TH_EHK
TH,643,TH_643
TH,956,TH_956
TH,654,TH_654
TH,293,TH_293
TH,393,TH_393
TH,640,TH_640
TH,EC2,TH_EC2
TH,644,TH_644
TH,296,TH_296
TH,650,TH_650
TH,EC5,TH_EC5
TH,652,TH_652
TH,PO5,TH_PO5
TH,PC3,TH_PC3
TH,258,TH_258
TH,833,TH_833
TH,830,TH_830
TH,669,TH_669
TH,VH4,TH_VH4
TH,953,TH_953
TH,940,TH_940
TH,PO6,TH_PO6
TH,973,TH_973
TH,651,TH_651
TH,671,TH_671
TH,647,TH_647
TH,946,TH_946
TH,667,TH_667
TH,982,TH_982
TH,EF6,TH_EF6
TH,957,TH_957
TH,EO9,TH_EO9
TH,EC7,TH_EC7
TH,VHE,TH_VHE
TH,996,TH_996
TH,944,TH_944
TH,EO4,TH_EO4
TH,PO3,TH_PO3
TH,665,TH_665
TH,290,TH_290
TH,642,TH_642
TH,EB5,TH_EB5
TH,VHD,TH_VHD
TH,663,TH_663
TH,298,TH_298
TH,EGF,TH_EGF
TH,958,TH_958
TH,EB7,TH_EB7
TH,390,TH_390
TH,660,TH_660
TH,661,TH_661
TH,VH3,TH_VH3
TH,PO1,TH_PO1
TH,EC1,TH_EC1
TH,VH6,TH_VH6
TH,EEP,TH_EEP
TH,974,TH_974
TH,EB2,TH_EB2
TH,662,TH_662
TH,832,TH_832
TH,834,TH_834
TH,831,TH_831
TH,653,TH_653
TH,649,TH_649
TH,949,TH_949
TH,976,TH_976
TH,915,TH_915
TH,916,TH_916
TH,928,TH_928
TH,932,TH_932
TH,930,TH_930
TH,923,TH_923
TH,926,TH_926
TH,903,TH_903
TH,902,TH_902
TH,921,TH_921
TH,905,TH_905
TH,927,TH_927
TH,922,TH_922
TH,904,TH_904
TH,925,TH_925
TH,911,TH_911
TH,931,TH_931
TH,901,TH_901
TH,912,TH_912
TH,900,TH_900
TH,929,TH_929
TH,924,TH_924
TH,391,TH_391
TH,394,TH_394
TH,297,TH_297
TH,506,TH_506
TH,500,TH_500
TH,508,TH_508
TH,516,TH_516
TH,512,TH_512
TH,501,TH_501
TH,504,TH_504
TH,051,TH_051
TH,507,TH_507
TH,054,TH_054
TH,056,TH_056
TH,513,TH_513
TH,053,TH_053
TH,515,TH_515
TH,505,TH_505
TH,518,TH_518
TH,059,TH_059
TH,503,TH_503
TH,731,TH_731
TH,514,TH_514
TH,517,TH_517
TH,511,TH_511
TH,510,TH_510
TH,058,TH_058
TH,772,TH_772
TH,733,TH_733
TH,736,TH_736
TH,737,TH_737
TH,769,TH_769
TH,773,TH_773
TH,771,TH_771
TH,738,TH_738
TH,768,TH_768
TH,765,TH_765
TH,763,TH_763
TH,764,TH_764
TH,735,TH_735
TH,766,TH_766
TH,734,TH_734
TH,770,TH_770
TH,739,TH_739
TH,882,TH_882
TH,852,TH_852
TH,895,TH_895
TH,884,TH_884
TH,854,TH_854
TH,855,TH_855
TH,862,TH_862
TH,861,TH_861
TH,851,TH_851
TH,883,TH_883
TH,887,TH_887
TH,885,TH_885
TH,894,TH_894
TH,891,TH_891
TH,896,TH_896
TH,893,TH_893
TH,881,TH_881
TH,853,TH_853
TH,892,TH_892
TH,871,TH_871
TH,886,TH_886
TH,856,TH_856
TH,VAD,TH_VAD
TH,VAF,TH_VAF
TH,VAB,TH_VAB
TH,VAN,TH_VAN
TH,VAM,TH_VAM
TH,VAO,TH_VAO
TH,VAL,TH_VAL
TH,VAP,TH_VAP
TH,VAC,TH_VAC
TH,EHB,TH_EHB
TH,EA6,TH_EA6
TH,ED9,TH_ED9
TH,ED4,TH_ED4
TH,EA4,TH_EA4
TH,EA1,TH_EA1
TH,EO5,TH_EO5
TH,ED6,TH_ED6
TH,EGD,TH_EGD
TH,ED8,TH_ED8
TH,EO2,TH_EO2
TH,EDB,TH_EDB
TH,EGA,TH_EGA
TH,EO1,TH_EO1
TH,EO3,TH_EO3
TH,EC3,TH_EC3
TH,EJC,TH_EJC
TH,EGI,TH_EGI
TH,EGE,TH_EGE
TH,EF1,TH_EF1
TH,EDF,TH_EDF
TH,EB4,TH_EB4
TH,EG0,TH_EG0
TH,ED1,TH_ED1
TH,ED2,TH_ED2
TH,EE8,TH_EE8
TH,EA2,TH_EA2
TH,EGK,TH_EGK
TH,EGJ,TH_EGJ
TH,EC4,TH_EC4
TH,EB6,TH_EB6
TH,EHE,TH_EHE
TH,EJF,TH_EJF
TH,EF5,TH_EF5
TH,EJD,TH_EJD
TH,EE0,TH_EE0
TH,EF7,TH_EF7
TH,EJG,TH_EJG
TH,EEM,TH_EEM
TH,EJJ,TH_EJJ
TH,EE7,TH_EE7
TH,EEO,TH_EEO
TH,EF2,TH_EF2
TH,EEA,TH_EEA
TH,EEB,TH_EEB
TH,EGC,TH_EGC
TH,EE3,TH_EE3
TH,EHD,TH_EHD
TH,EEG,TH_EEG
TH,EED,TH_EED
TH,EK2,TH_EK2
TH,EEQ,TH_EEQ
TH,EHG,TH_EHG
TH,EHH,TH_EHH
