Country,SalesRep_Code,salesrepemployeeid_z,yearmonth,MTD Sales,MTD Target,UserKey_4Map,Column1
PH,DIABVM03,EGLai,2024-07-01,1333644.3525000003,666747.8985,PH_DIABVM03,-666896.4540000003
PH,CFXNATL06,vparas,2024-07-01,1397346.7199999972,1719535.8126,PH_CFXNATL06,322189.0926000029
PH,DIABSL01,tldelosreyes,2024-07-01,2271835.5749999997,1488337.625,PH_DIABSL01,-783497.9499999997
PH,DIABSL06,MAFlores,2024-07-01,360021.22999999975,336973.9712,PH_DIABSL06,-23047.25879999972
PH,CHC5NAT07,BParilla,2024-07-01,722925.3449999999,1079434.1250999998,PH_CHC5NAT07,356508.7801
PH,MWH303,JTagacanao,2024-07-01,1136856.8149999988,1253223.8283,PH_MWH303,116367.01330000116
PH,CHC5NAT03,WRWakefield,2024-07-01,1017669.4399999962,1228470.0020999997,PH_CHC5NAT03,210800.56210000347
PH,CSLNATL04,kreal;nsilva,2024-07-01,11542426.46,10049588.0,PH_CSLNATL04,-1492838.460000001
PH,ONCONATL04,KRomulo;SCRamirez,2024-07-01,730079.26,807513.9454000001,PH_ONCONATL04,77434.68540000007
PH,DIABSL03,alrivera;jyabut,2024-07-01,1059881.9799999993,707322.0351999999,PH_DIABSL03,-352559.94479999936
PH,CHC5NAT05,VFabilona,2024-07-01,1368194.8699999976,1602772.9531999999,PH_CHC5NAT05,234578.08320000232
PH,DIABGMA01,LAMendoza;mcdlopez,2024-07-01,1045194.7249999994,662911.3359000001,PH_DIABGMA01,-382283.38909999933
PH,ABVNATL06,obere,2024-07-01,4280662.510000001,6009044.7032,PH_ABVNATL06,1728382.1931999996
PH,DIABNL06,mvelarde,2024-07-01,1040252.4150000002,850717.8282,PH_DIABNL06,-189534.58680000016
PH,DIABSL05,MVenerayan;jfreyes,2024-07-01,488224.29999999993,538600.4024,PH_DIABSL05,50376.10240000009
PH,CSLNATL03,atoledo,2024-07-01,7601452.250000001,5955067.75,PH_CSLNATL03,-1646384.500000001
PH,DIABNL07,iangeles,2024-07-01,785511.0449999999,626627.2501,PH_DIABNL07,-158883.79489999998
PH,DIABGMA05,fdcreencia;kmejia,2024-07-01,1215775.2899999996,682833.3985,PH_DIABGMA05,-532941.8914999996
PH,DIABGMA06,YAndres;etcruz,2024-07-01,530585.6799999995,722413.1016,PH_DIABGMA06,191827.42160000058
PH,KLNATL07,SJMadeloso,2024-07-01,1460839.9899999984,1786725.6875999998,PH_KLNATL07,325885.69760000147
PH,DIABSL04,KRecuerdo;ranterola,2024-07-01,852405.2549999997,807575.5001999999,PH_DIABSL04,-44829.75479999976
PH,CNLGMA09,RDimasaca,2024-07-01,3112630.145000003,3237900.3594,PH_CNLGMA09,125270.21439999714
PH,CNLGMA01,jmjimenez,2024-07-01,888972.0049999988,1106581.5158,PH_CNLGMA01,217609.5108000011
PH,MSDSLGMA05,ARubis;apusag,2024-07-01,1777670.9100000008,2096894.7189,PH_MSDSLGMA05,319223.80889999913
PH,MSDSLGMA07,HAntonio,2024-07-01,1548284.7349999996,1752924.1875999998,PH_MSDSLGMA07,204639.4526000002
PH,MSDNLGMA01,ZLFrancisco,2024-07-01,1571005.0760000004,1914791.5468000001,PH_MSDNLGMA01,343786.4707999998
PH,MSDNLGMA02,HPRufo,2024-07-01,1701956.596000001,2115262.8009,PH_MSDNLGMA02,413306.2048999991
PH,MSDNLGMA05,NOlaguer,2024-07-01,1459387.365000001,1616797.1876,PH_MSDNLGMA05,157409.82259999914
PH,MSDVM03,JLKang,2024-07-01,4480502.217800001,5560141.5625,PH_MSDVM03,1079639.3446999993
PH,MSDGMA06,KBaena,2024-07-01,1906519.5150000001,2118715.7657,PH_MSDGMA06,212196.25069999974
PH,MSDVM01,kediaz,2024-07-01,1287707.9900000012,1384594.625,PH_MSDVM01,96886.63499999885
PH,CVISMIN05,dpellen,2024-07-01,3192454.107499996,3864126.1563,PH_CVISMIN05,671672.0488000037
PH,CNLGMA02,ppineda;rtangente,2024-07-01,3831180.3100000047,3878434.0157,PH_CNLGMA02,47253.70569999516
PH,MSDNLGMA07,CColes;IBenito,2024-07-01,2903960.960000002,3033834.7656,PH_MSDNLGMA07,129873.80559999822
PH,CNLGMA06,tcastro,2024-07-01,1492772.349999998,1721807.9375,PH_CNLGMA06,229035.587500002
PH,CSLGMA02,aancheta,2024-07-01,2649315.1550000045,3114556.6172,PH_CSLGMA02,465241.46219999576
PH,MSDGMA05,CMagana,2024-07-01,1701956.255000003,1708255.4767,PH_MSDGMA05,6299.221699997084
PH,CSLGMA04,lbelvis,2024-07-01,2390599.4349999996,2396016.9844,PH_CSLGMA04,5417.549400000367
PH,MSDSLGMA06,MNDeGuzman,2024-07-01,2980740.004999998,2919264.3751999997,PH_MSDSLGMA06,-61475.629799998365
PH,CNLGMA05,cjocson,2024-07-01,2814427.6400000015,3369790.4611,PH_CNLGMA05,555362.8210999984
PH,MSDGMA03,MJNicasio,2024-07-01,2961701.9100000034,3391239.8438999997,PH_MSDGMA03,429537.93389999634
PH,MSDSLGMA02,ETYu,2024-07-01,5068424.450000003,5900034.0938,PH_MSDSLGMA02,831609.6437999969
PH,MSDNLGMA04,DNBorje,2024-07-01,2088169.9500000011,2247999.2305,PH_MSDNLGMA04,159829.28049999895
PH,MSDSLGMA03,MSolana;TJDeGuzman,2024-07-01,2358417.230000003,2453879.961,PH_MSDSLGMA03,95462.73099999735
PH,MSDGMA07,JATamba,2024-07-01,2596208.295,2641708.0236,PH_MSDGMA07,45499.72860000003
PH,MSDGMA04,vboniao,2024-07-01,4730038.400000001,5484310.3751,PH_MSDGMA04,754271.9750999985
PH,MSDSLGMA01,NEstaniel,2024-07-01,2909457.1250000023,3072085.2345,PH_MSDSLGMA01,162628.10949999746
PH,CVISMIN06,cbergado,2024-07-01,1375861.08,1396097.4454,PH_CVISMIN06,20236.36540000001
PH,CNLGMA03,Jjacinto,2024-07-01,1937755.8399999982,2009143.4882999999,PH_CNLGMA03,71387.64830000163
PH,MSDVM06,Gvillagomez,2024-07-01,2093331.4974999982,2390232.4376,PH_MSDVM06,296900.94010000164
PH,MSDVM04,DLaurente,2024-07-01,3909247.4392999955,4649986.328199999,PH_MSDVM04,740738.8889000039
PH,CVM1VM01,,2024-07-01,2316676.918500001,2930675.2032,PH_CVM1VM01,613998.2846999988
PH,CVM1NL04,,2024-07-01,603728.528,731038.4141,PH_CVM1NL04,127309.8861
PH,CVM1MIN01,,2024-07-01,1785875.800000002,2043142.5547999998,PH_CVM1MIN01,257266.7547999979
PH,CSLGMA01,rbahala,2024-07-01,2448108.8550000037,2900482.0079999994,PH_CSLGMA01,452373.15299999574
PH,MSDGMA01,RLArellano,2024-07-01,1640021.495,1927189.9649999999,PH_MSDGMA01,287168.46999999974
PH,MSDNLGMA03,AAbdulmajid;JViray,2024-07-01,1196597.344999999,1327450.7736,PH_MSDNLGMA03,130853.42860000092
PH,CSLGMA05,afloriza;jarodriguez,2024-07-01,3233871.7150000012,3819351.9375,PH_CSLGMA05,585480.2224999988
PH,MSDSLGMA04,ASarrosa;ICorre,2024-07-01,737984.4099999995,948787.3048,PH_MSDSLGMA04,210802.8948000006
PH,MSDVM02,MDasig,2024-07-01,2658609.615000001,2586054.3908,PH_MSDVM02,-72555.22420000099
PH,CVM1VM06,JECastro,2024-07-01,2559923.3400000012,2986062.7813,PH_CVM1VM06,426139.44129999867
PH,MSDVM05,mpino,2024-07-01,1571298.7299999988,2001106.3985,PH_MSDVM05,429807.6685000011
PH,CVM1VM07,RASalceda,2024-07-01,4162433.014999999,3879903.1719,PH_CVM1VM07,-282529.84309999924
PH,MSDGMA02,JKEnriquez,2024-07-01,1595763.475,1684124.2422,PH_MSDGMA02,88360.76719999989
PH,CVISMIN02,knmananquil;vrnaldoza,2024-07-01,1330453.3649999993,1553846.2813,PH_CVISMIN02,223392.91630000062
PH,CSLGMA03,rgaquino,2024-07-01,3912323.7300000004,4652976.7344,PH_CSLGMA03,740653.0044
PH,CVISMIN03,bferraren,2024-07-01,4563646.317800002,5120861.9688,PH_CVISMIN03,557215.6509999977
PH,CNLGMA07,AJSevilla,2024-07-01,1057736.2049999984,1404816.6016999998,PH_CNLGMA07,347080.3967000013
PH,CNLGMA08,JMLibo-on,2024-07-01,2258190.0400000014,2417938.5391,PH_CNLGMA08,159748.49909999873
PH,DIABGMA02,adfernandez;npenullar,2024-07-01,664398.6249999998,687546.8594000001,PH_DIABGMA02,23148.234400000307
PH,DIABNL03,JTMartin;lgarcia,2024-07-01,468324.1449999996,567169.8828,PH_DIABNL03,98845.73780000041
PH,CVISMIN04,jmcastro,2024-07-01,1477835.8924999996,643869.5157,PH_CVISMIN04,-833966.3767999996
PH,DIABGMA07,RSamson,2024-07-01,1261846.0750000004,563041.6172,PH_DIABGMA07,-698804.4578000004
PH,DIABNL04,JViray;eacruz,2024-07-01,299360.60000000003,439557.4219,PH_DIABNL04,140196.82189999998
PH,DIABVM05,mblancaflor,2024-07-01,809922.1749999998,846667.6015999999,PH_DIABVM05,36745.42660000012
PH,DIABVM01,rgo,2024-07-01,406182.8249999999,449438.4532,PH_DIABVM01,43255.628200000094
PH,MSDNLGMA06,RLafrades,2024-07-01,932065.7849999998,961628.3984999999,PH_MSDNLGMA06,29562.613500000094
PH,CHC5NAT01,psahagun,2024-07-01,1696154.9999999977,1893752.5781999999,PH_CHC5NAT01,197597.5782000022
PH,KLNATL08,mgisala,2024-07-01,1535041.6599999983,1901254.8438999997,PH_KLNATL08,366213.18390000146
PH,KLNATL04,rambat,2024-07-01,647133.19,1244236.594,PH_KLNATL04,597103.4040000001
PH,KLNATL03,gmalagar,2024-07-01,825812.5699999995,1049717.1563,PH_KLNATL03,223904.58630000043
PH,CFXNATL03,chtorres,2024-07-01,595269.2199999993,1026206.5390999999,PH_CFXNATL03,430937.31910000066
PH,DIABVM09,jtalatagod,2024-07-01,622449.3199999996,614039.0937999999,PH_DIABVM09,-8410.226199999684
PH,DIABVM07,hrosal,2024-07-01,1412787.304999999,421479.45700000005,PH_DIABVM07,-991307.847999999
PH,IMMU02,JLSo;jmbacasmas,2024-07-01,1869795.5899999999,2428510.2344,PH_IMMU02,558714.6444000001
PH,IMMU05,mlagadon,2024-07-01,1879292.1299999992,2460538.8438,PH_IMMU05,581246.7138000007
PH,IMMU06,jalfon,2024-07-01,1217406.67,1300112.4844,PH_IMMU06,82705.81440000003
PH,ONCONATL01,SJelianggao;jjereza,2024-07-01,2198217.94,2468796.5937,PH_ONCONATL01,270578.65370000014
PH,ONCONATL02,Atiu;JQuevada,2024-07-01,2815147.2100000004,3259010.9531,PH_ONCONATL02,443863.7430999996
PH,DIABNL01,dcarlin,2024-07-01,325199.5099999999,456833.1446,PH_DIABNL01,131633.6346000001
PH,CNLGMA04,mmatsuda,2024-07-01,1388139.1350000002,1558171.8399,PH_CNLGMA04,170032.70489999978
PH,PHARMAHEX06,JLayco,2024-07-01,1302037.8579999972,1194543.875,PH_PHARMAHEX06,-107493.98299999721
PH,PHARMAHEX08,ykberos,2024-07-01,673486.1795999998,793439.5,PH_PHARMAHEX08,119953.3204000002
PH,PHARMAHEX_HA,,2024-07-01,1554541.033599995,1004840.625,PH_PHARMAHEX_HA,-549700.4085999951
PH,PHARMAHEX07,MVVergara,2024-07-01,1033996.9335999999,952582.125,PH_PHARMAHEX07,-81414.80859999987
PH,PHARMAHEX10,rjolermo,2024-07-01,924174.0187999989,828079.8125,PH_PHARMAHEX10,-96094.20629999891
PH,PHARMAHEX04,JeEvangelista,2024-07-01,1388953.5827999983,1258146.625,PH_PHARMAHEX04,-130806.95779999834
PH,PHARMAHEX02,EJDesola,2024-07-01,1948195.7871999969,1745620.625,PH_PHARMAHEX02,-202575.16219999688
PH,PHARMAHEX01,HVDominguez,2024-07-01,1759041.2931999941,1351292.875,PH_PHARMAHEX01,-407748.41819999414
PH,PHARMAHEX09,JAFecara,2024-07-01,693969.5391999995,793919.3125,PH_PHARMAHEX09,99949.77330000047
PH,PHARMAHEX03,AMarabarbas,2024-07-01,2028118.741999996,1805857.125,PH_PHARMAHEX03,-222261.6169999959
PH,PHARMAHEX05,Salpis,2024-07-01,1597881.9119999995,1816244.625,PH_PHARMAHEX05,218362.71300000045
PH,DIABGMA08,MPMarcelo,2024-07-01,693908.9399999998,681785.0937999999,PH_DIABGMA08,-12123.846199999913
PH,ABVNATL07,RFelicilda;rmfaustino,2024-07-01,6405251.490000002,4623109.125,PH_ABVNATL07,-1782142.365000002
PH,CSLNATL01,ogreyes,2024-07-01,6338758.400000001,8005660.0938,PH_CSLNATL01,1666901.6937999986
PH,ABVNATL01,iperalta,2024-07-01,5679544.680000002,5942667.8751,PH_ABVNATL01,263123.19509999827
PH,ABVNATL04,rdperalta,2024-07-01,4536660.28,4390190.2656,PH_ABVNATL04,-146470.01440000068
PH,ABVNATL02,canzures;eibarra,2024-07-01,7629558.3599999985,6681376.5,PH_ABVNATL02,-948181.8599999985
PH,ONCONATL05,ldevera;lsansarona,2024-07-01,1563263.5799999994,2488813.6640999997,PH_ONCONATL05,925550.0841000003
PH,ABVNATL03,ccatubig,2024-07-01,6166438.430000001,6391499.5938,PH_ABVNATL03,225061.16379999928
PH,IMMU03,jfabros,2024-07-01,2145749.6,3069282.0625,PH_IMMU03,923532.4624999999
PH,IMMU04,msinon,2024-07-01,1484349.0299999996,1751264.7813,PH_IMMU04,266915.75130000035
PH,ONCONATL06,dralcantara,2024-07-01,924836.66,1492696.6406,PH_ONCONATL06,567859.9806
PH,IMMU07,vrnaldoza,2024-07-01,572011.3500000001,1180808.5938,PH_IMMU07,608797.2437999998
PH,ONCONATL03,ALFontalba;PTuason;mjrvitocruz,2024-07-01,406630.45,557695.1680000001,PH_ONCONATL03,151064.71800000005
PH,IMMU01,bbergantin,2024-07-01,576587.45,703516.7656,PH_IMMU01,126929.31560000009
TW,BJZ2,petehsieh,2024-08-01,707006.0,1364834.0,TW_BJZ2,657828.0
TW,BJN8,silin,2024-08-01,850804.0,1523374.0,TW_BJN8,672570.0
TW,BJN6,deyeh,2024-08-01,766603.0,2505078.0,TW_BJN6,1738475.0
TW,BAL1,mliao,2024-08-01,1618394.0,1230748.0,TW_BAL1,-387646.0
TW,BBN1,thuang,2024-08-01,900420.0,1524806.6055,TW_BBN1,624386.6055000001
TW,BBN6,kevilee,2024-08-01,1406301.0,1876734.3731,TW_BBN6,470433.37309999997
TW,BBS5,edtsai,2024-08-01,634217.0,1584807.9961,TW_BBS5,950590.9961000001
TW,BBC1,b04,2024-08-01,571318.0,1320012.2227,TW_BBC1,748694.2227
TW,BJY3,stchang,2024-08-01,700761.0,1674306.0,TW_BJY3,973545.0
TW,BJZD,abewu,2024-08-01,11735597.0,14256859.875100002,TW_BJZD,2521262.8751000017
TW,BJX2,aacheng,2024-08-01,867539.0,1911363.0,TW_BJX2,1043824.0
TW,BBC2,bw1,2024-08-01,422453.0,1407808.0625,TW_BBC2,985355.0625
TW,BAL2,terchen,2024-08-01,1540811.0,3350687.0,TW_BAL2,1809876.0
TW,BBN5,pechang,2024-08-01,714175.0,1752097.0703999999,TW_BBN5,1037922.0703999999
TW,BJS6,atai,2024-08-01,905462.0,2106549.0,TW_BJS6,1201087.0
TW,BJC1,antsai,2024-08-01,1716887.0,3426590.0,TW_BJC1,1709703.0
TW,BJS8,honklin,2024-08-01,1786828.0,2181191.0,TW_BJS8,394363.0
TW,BU10_N3,zhuo,2024-08-01,1367213.0,2788200.2590999994,TW_BU10_N3,1420987.2590999994
TW,BJN2,chlhuang,2024-08-01,1461655.0,1956116.0,TW_BJN2,494461.0
TW,BJS3,jerchang,2024-08-01,2219852.0,2555930.0,TW_BJS3,336078.0
TW,BBN2,kn1,2024-08-01,633790.0,1291667.7378,TW_BBN2,657877.7378
TW,BBN4,lolin,2024-08-01,930511.0,1550749.5156999999,TW_BBN4,620238.5156999999
TW,BBS3,lchou,2024-08-01,252749.0,1031030.6836,TW_BBS3,778281.6836
TW,BJX4,becchen,2024-08-01,616913.0,1603614.0,TW_BJX4,986701.0
TW,BBS1,bw2,2024-08-01,522243.0,1397805.0781999999,TW_BBS1,875562.0781999999
TW,BBS6,emchung,2024-08-01,631864.0,1780779.9619999998,TW_BBS6,1148915.9619999998
TW,BU11_C2,bshen,2024-08-01,89759.0,621582.9532,TW_BU11_C2,531823.9532
TW,BJC4,jochang,2024-08-01,1056083.0,2853582.0,TW_BJC4,1797499.0
TW,BJN4,jahu,2024-08-01,1737069.0,2945412.0,TW_BJN4,1208343.0
TW,BU11_N2,sahsu,2024-08-01,558793.0,625787.6562999999,TW_BU11_N2,66994.65629999992
TW,BU11_S1,neyang,2024-08-01,360441.0,629559.2109000001,TW_BU11_S1,269118.21090000006
TW,BBN3,jolian,2024-08-01,391663.0,1357942.5157,TW_BBN3,966279.5157000001
TW,BJS7,salhsiao,2024-08-01,1932078.0,4411745.0,TW_BJS7,2479667.0
TW,BU11_N3,jowu,2024-08-01,296981.0,715339.875,TW_BU11_N3,418358.875
TW,BU10_C1,owlee,2024-08-01,1084517.0,3061854.0187999997,TW_BU10_C1,1977337.0187999997
TW,BU10_N4,sfan,2024-08-01,940376.0,2308666.6772999996,TW_BU10_N4,1368290.6772999996
TW,BBS7,michtsai,2024-08-01,809983.0,1947249.9238999998,TW_BBS7,1137266.9238999998
TW,BJS2,charlelin,2024-08-01,926613.0,2016617.0,TW_BJS2,1090004.0
TW,BJS5,chlai,2024-08-01,1376899.0,2195172.0,TW_BJS5,818273.0
TW,BJN3,tacheng,2024-08-01,804292.0,2989387.0,TW_BJN3,2185095.0
TW,BU10_N2,jjian,2024-08-01,887909.0,2274336.4518,TW_BU10_N2,1386427.4518
TW,BJY2,rchuang,2024-08-01,912863.0,1947355.0,TW_BJY2,1034492.0
TW,BAK1,zawu,2024-08-01,1102353.0,2801801.0,TW_BAK1,1699448.0
TW,BU10_C2,melliu,2024-08-01,917813.0,3278648.763,TW_BU10_C2,2360835.763
TW,BU10_S2,jellu,2024-08-01,503104.0,1373184.8829,TW_BU10_S2,870080.8829000001
TW,BJX1,eriliu,2024-08-01,2198027.0,4607488.0,TW_BJX1,2409461.0
TW,BAK2,belin,2024-08-01,2570056.0,3334936.0,TW_BAK2,764880.0
TW,BU11_C1,rliao,2024-08-01,231276.0,501859.8056,TW_BU11_C1,270583.8056
TW,BU10_KA,asu,2024-08-01,1073333.0,5815899.302699999,TW_BU10_KA,4742566.302699999
TW,BJN5,chrchen,2024-08-01,1032674.0,2507343.0,TW_BJN5,1474669.0
TW,BJY1,nzhang,2024-08-01,1013684.0,2571941.0,TW_BJY1,1558257.0
TW,BAW1,miclin,2024-08-01,136317.0,919520.5156999999,TW_BAW1,783203.5156999999
TW,BJX3,marliu,2024-08-01,958914.0,3991641.0,TW_BJX3,3032727.0
TW,BU10_S3,terrhuang,2024-08-01,491291.0,1166086.9766000002,TW_BU10_S3,674795.9766000002
TW,BU10_S1,dihsu,2024-08-01,725423.0,2535747.9272,TW_BU10_S1,1810324.9271999998
TW,BJAD,prwang,2024-08-01,,14256859.8751,TW_BJAD,14256859.8751
TW,BAW2,wilwu,2024-08-01,272348.0,851402.0625,TW_BAW2,579054.0625
TW,BJN7,vivchiu,2024-08-01,1699067.0,3004545.0,TW_BJN7,1305478.0
TW,BU11_N1,nachen,2024-08-01,138127.0,1126873.2188,TW_BU11_N1,988746.2187999999
TW,BJZ1,mkuo,2024-08-01,503097.0,1800854.0,TW_BJZ1,1297757.0
TW,BJE3,mashih,2024-08-01,72277.0,410199.0313,TW_BJE3,337922.0313
TW,BJZ3,uli,2024-08-01,348747.0,1449422.0,TW_BJZ3,1100675.0
TW,BU10_N1,alicchen,2024-08-01,823344.0,2711690.0253000003,TW_BU10_N1,1888346.0253000003
TW,BU10_C3,jlin,2024-08-01,729919.0,2036074.9181999997,TW_BU10_C3,1306155.9181999997
TW,BJE1,julchang,2024-08-01,233719.0,916667.0,TW_BJE1,682948.0
TW,BU11_S2,ychang,2024-08-01,147342.0,296264.9688,TW_BU11_S2,148922.96879999997
TW,BJX5,,2024-08-01,,1742978.0,TW_BJX5,1742978.0
TW,BJB0,jechiu,2024-08-01,,5634550.0,TW_BJB0,5634550.0
TW,BJZ2,petehsieh,2024-07-01,-1129416.0,1294556.0,TW_BJZ2,2423972.0
TW,BU10_N1,alicchen,2024-07-01,1810352.0,2410391.1347999997,TW_BU10_N1,600039.1347999997
TW,BJN8,silin,2024-07-01,1401142.0,1515472.0,TW_BJN8,114330.0
TW,BJN6,deyeh,2024-07-01,2483792.0,2478969.0,TW_BJN6,-4823.0
TW,BAL1,mliao,2024-07-01,3129486.0,1284445.0,TW_BAL1,-1845041.0
TW,BBN1,thuang,2024-07-01,1914415.0,1551086.5527,TW_BBN1,-363328.4473000001
TW,BBN6,kevilee,2024-07-01,2573439.0,1878832.7889999999,TW_BBN6,-694606.2110000001
TW,BBS5,edtsai,2024-07-01,1904932.0,1606076.5313,TW_BBS5,-298855.4687000001
TW,BBC1,b04,2024-07-01,1336268.0,1349173.5372,TW_BBC1,12905.537199999904
TW,BJY3,stchang,2024-07-01,1561918.0,1627868.0,TW_BJY3,65950.0
TW,BJZD,abewu,2024-07-01,25114194.0,10299508.4688,TW_BJZD,-14814685.5312
TW,BJX2,aacheng,2024-07-01,1508864.0,1845958.0,TW_BJX2,337094.0
TW,BBC2,bw1,2024-07-01,1249004.0,1421727.5195,TW_BBC2,172723.51949999994
TW,BAL2,terchen,2024-07-01,4513815.0,3408696.0,TW_BAL2,-1105119.0
TW,BBN5,pechang,2024-07-01,2065580.0,1764695.3632999999,TW_BBN5,-300884.63670000015
TW,BAW2,wilwu,2024-07-01,530812.0,857894.6406,TW_BAW2,327082.64060000004
TW,BJN7,vivchiu,2024-07-01,2216614.0,2974057.0,TW_BJN7,757443.0
TW,BJS6,atai,2024-07-01,2069680.0,2091010.0,TW_BJS6,21330.0
TW,BJC1,antsai,2024-07-01,3834251.0,3400651.0,TW_BJC1,-433600.0
TW,BJS8,honklin,2024-07-01,3077909.0,2160215.0,TW_BJS8,-917694.0
TW,BU10_N3,zhuo,2024-07-01,2106142.0,2478400.3076,TW_BU10_N3,372258.30759999994
TW,BJN2,chlhuang,2024-07-01,1969184.0,2063090.0,TW_BJN2,93906.0
TW,BJS3,jerchang,2024-07-01,3098246.0,2522089.0,TW_BJS3,-576157.0
TW,BBN2,kn1,2024-07-01,1538608.0,1320023.3101,TW_BBN2,-218584.6899000001
TW,BBN4,lolin,2024-07-01,2072631.0,1574322.793,TW_BBN4,-498308.20699999994
TW,BBS3,lchou,2024-07-01,775365.0,1069152.6620999998,TW_BBS3,293787.66209999984
TW,BJX4,becchen,2024-07-01,1441225.0,1547040.0,TW_BJX4,105815.0
TW,BBS1,bw2,2024-07-01,1473436.0,1450469.3487,TW_BBS1,-22966.651300000027
TW,BBS6,emchung,2024-07-01,1574664.0,1852596.2428,TW_BBS6,277932.2427999999
TW,BU11_C2,bshen,2024-07-01,415514.0,621582.9532,TW_BU11_C2,206068.9532
TW,BU10_C3,jlin,2024-07-01,1701845.0,1809844.4246000003,TW_BU10_C3,107999.42460000026
TW,BJC4,jochang,2024-07-01,2817186.0,2849953.0,TW_BJC4,32767.0
TW,BJN4,jahu,2024-07-01,4282074.0,2909729.0,TW_BJN4,-1372345.0
TW,BU11_N2,sahsu,2024-07-01,754339.0,625787.6562999999,TW_BU11_N2,-128551.34370000008
TW,BU11_S1,neyang,2024-07-01,319554.0,629559.2109000001,TW_BU11_S1,310005.21090000006
TW,BBN3,jolian,2024-07-01,1541409.0,1382482.6757999999,TW_BBN3,-158926.32420000015
TW,BJS7,salhsiao,2024-07-01,3662492.0,4314879.0,TW_BJS7,652387.0
TW,BU11_N3,jowu,2024-07-01,565829.0,715339.875,TW_BU11_N3,149510.875
TW,BU10_C1,owlee,2024-07-01,2081536.0,2721648.0051,TW_BU10_C1,640112.0051000002
TW,BU10_N4,sfan,2024-07-01,1427438.0,2052148.0818,TW_BU10_N4,624710.0818
TW,BBS7,michtsai,2024-07-01,1551384.0,1987294.0566999998,TW_BBS7,435910.05669999984
TW,BJS2,charlelin,2024-07-01,1910950.0,2013072.0,TW_BJS2,102122.0
TW,BJS5,chlai,2024-07-01,2257585.0,2180697.0,TW_BJS5,-76888.0
TW,BJN3,tacheng,2024-07-01,2019526.0,2912395.5,TW_BJN3,892869.5
TW,BU10_N2,jjian,2024-07-01,2392615.0,2021632.4058999997,TW_BU10_N2,-370982.59410000034
TW,BU11_N1,nachen,2024-07-01,897658.0,1126873.2188,TW_BU11_N1,229215.21879999992
TW,BJY2,rchuang,2024-07-01,1037634.0,1920460.0,TW_BJY2,882826.0
TW,BAK1,zawu,2024-07-01,2881188.0,2927592.0,TW_BAK1,46404.0
TW,BU10_C2,melliu,2024-07-01,1952053.0,2914354.4324999996,TW_BU10_C2,962301.4324999996
TW,BU10_S2,jellu,2024-07-01,1230600.0,1220608.767,TW_BU10_S2,-9991.233000000007
TW,BJX1,eriliu,2024-07-01,2194134.0,4479605.0,TW_BJX1,2285471.0
TW,BAK2,belin,2024-07-01,4075295.0,2933841.0,TW_BAK2,-1141454.0
TW,BJZ1,mkuo,2024-07-01,482133.0,1746558.0,TW_BJZ1,1264425.0
TW,BU10_KA,asu,2024-07-01,2493478.0,5169688.179,TW_BU10_KA,2676210.1789999995
TW,BJN5,chrchen,2024-07-01,2410986.0,2438695.5,TW_BJN5,27709.5
TW,BJY1,nzhang,2024-07-01,1780285.0,2510665.0,TW_BJY1,730380.0
TW,BJX3,marliu,2024-07-01,3561416.0,3874146.0,TW_BJX3,312730.0
TW,BJZ3,uli,2024-07-01,486949.0,1402255.0,TW_BJZ3,915306.0
TW,BU10_S3,terrhuang,2024-07-01,1094554.0,1036521.7095,TW_BU10_S3,-58032.2905
TW,BU10_S1,dihsu,2024-07-01,2005767.0,2253998.2428,TW_BU10_S1,248231.24280000012
TW,BJE3,mashih,2024-07-01,458639.0,410065.3125,TW_BJE3,-48573.6875
TW,BAW1,miclin,2024-07-01,742265.0,927572.1407,TW_BAW1,185307.1407
TW,BJAD,prwang,2024-07-01,,10299508.4688,TW_BJAD,10299508.4688
TW,BU11_S2,ychang,2024-07-01,250754.0,296264.9688,TW_BU11_S2,45510.96879999997
TW,BJB0,jechiu,2024-07-01,,5427591.0,TW_BJB0,5427591.0
TW,BU11_C1,rliao,2024-07-01,169618.0,501859.8056,TW_BU11_C1,332241.8056
TW,BJE1,julchang,2024-07-01,1452775.0,916667.0,TW_BJE1,-536108.0
TW,BJX5,,2024-07-01,,1664188.0,TW_BJX5,1664188.0
BN,BNABB1,jkkhoo,2024-08-01,24600.0,165500.6016,BN_MR_B301,140900.6016
BN,BNGSK1,jjlee,2024-08-01,19640.899999999998,215798.2945,BN_MR_B102,196157.3945
BN,BNLIL1,sharon.sim,2024-07-01,176477.24000000002,146532.1888,BN_MR_B201,-29945.051200000016
SG,TLS1,GRobles;SGKMUKHTIARSINGH;XYLEE;anita.manoharan;ckwyap;efira.nazri;nur.asyiqin;sonrmjit.kaur;thanasanthini;wlwee,2024-07-01,6365837.460000026,31862.909200000002,SG_MR_TLS1,-6333974.550800026
SG,TLS1,GRobles;SGKMUKHTIARSINGH;XYLEE;anita.manoharan;ckwyap;efira.nazri;nur.asyiqin;sonrmjit.kaur;thanasanthini;wlwee,2024-08-01,2210527.1499999953,34766.5078,SG_MR_TLS1,-2175760.6421999955
SG,TLS2,GRobles;SGKMUKHTIARSINGH;ckwyap;efira.nazri;nur.asyiqin;sonrmjit.kaur;thanasanthini;wlwee,2024-07-01,645966.1399999998,960738.0659,SG_MR_TLS2,314771.92590000026
